company,company_location,review_date,country_of_bean_origin,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,company_latitude,company_longitude,origin_latitude,origin_longitude
Christopher Elbow,Us,2019,Vietnam,72.0,3.0,3,1,0,0,0,1,0,roasty,37.09024,-95.712891,14.058324,108.277199
Chuao Chocolatier,Us,2009,Venezuela,61.0,3.0,5,1,1,1,0,1,0,sweet,37.09024,-95.712891,6.42375,-66.58973
Chuao Chocolatier (Pralus),Us,2010,Venezuela,77.0,2.75,3,1,0,0,0,1,0,red berry,37.09024,-95.712891,6.42375,-66.58973
Claudio Corallo,Sao Tome,2008,Blend,75.0,3.75,3,1,0,0,0,1,0,dry,,,,
Claudio Corallo,Sao Tome,2008,Blend,80.0,3.0,3,1,0,0,0,1,0,bitter,,,,
Claudio Corallo,Sao Tome,2010,Blend,73.5,3.75,2,0,0,0,0,1,0,short,,,,
Cloudforest,Us,2015,Ecuador,73.0,3.5,2,0,0,0,0,1,0,creamy,37.09024,-95.712891,-1.831239,-78.183406
Coco,Canada,2020,Peru,70.0,3.5,3,1,0,0,0,1,0,balanced,56.130366,-106.346771,-9.189967,-75.015152
Cocoa Carib,St. Lucia,2019,St. Lucia,70.0,2.25,4,1,1,0,0,1,0,raw,,,,
Coleman & Davis,Us,2015,Madagascar,75.0,3.0,4,1,1,0,0,1,0,berry,37.09024,-95.712891,-18.766947,46.869107
Condor,Us,2015,Ecuador,76.0,3.5,2,0,0,0,0,1,0,bold,37.09024,-95.712891,-1.831239,-78.183406
Confluence,Us,2016,Vietnam,78.0,2.75,2,0,0,0,0,1,0,woody,37.09024,-95.712891,14.058324,108.277199
Coppeneur,Germany,2007,Madagascar,72.0,3.0,3,1,0,0,0,1,0,creamy,51.165691,10.451526,-18.766947,46.869107
Coppeneur,Germany,2008,Mexico,72.0,3.0,3,1,0,0,0,1,0,intense,51.165691,10.451526,23.634501,-102.552784
Coppeneur,Germany,2008,Venezuela,72.0,3.0,3,1,0,0,0,1,0,lemon,51.165691,10.451526,6.42375,-66.58973
Coppeneur,Germany,2009,Venezuela,70.0,3.75,3,1,0,0,0,1,0,dark berry,51.165691,10.451526,6.42375,-66.58973
Coppeneur,Germany,2009,Venezuela,70.0,3.5,3,1,0,0,0,1,0,slow,51.165691,10.451526,6.42375,-66.58973
Coppeneur,Germany,2009,Peru,62.0,3.25,3,1,0,0,0,1,0,woodsy,51.165691,10.451526,-9.189967,-75.015152
Coppeneur,Germany,2009,Peru,72.0,3.0,3,1,0,0,0,1,0,creamy,51.165691,10.451526,-9.189967,-75.015152
Coppeneur,Germany,2010,Grenada,72.0,3.25,3,1,0,0,0,1,0,coffee and cocoa,51.165691,10.451526,12.262776,-61.604171
Coppeneur,Germany,2010,Jamaica,72.0,3.25,3,1,0,0,0,1,0,oily,51.165691,10.451526,18.109581,-77.297508
Coppeneur,Germany,2010,Venezuela,72.0,3.25,3,1,0,0,0,1,0,oily,51.165691,10.451526,6.42375,-66.58973
Coppeneur,Germany,2010,Venezuela,70.0,3.0,3,1,0,0,0,1,0,fruity,51.165691,10.451526,6.42375,-66.58973
Coppeneur,Germany,2010,Trinidad And Tobago,72.0,3.0,3,1,0,0,0,1,0,dry,51.165691,10.451526,10.691803,-61.222503
Coppeneur,Germany,2010,Ecuador,72.0,2.5,3,1,0,0,0,1,0,harsh aroma,51.165691,10.451526,-1.831239,-78.183406
Coppeneur,Germany,2012,Blend,72.0,3.75,3,1,0,0,0,1,0,creamy,51.165691,10.451526,,
Coppeneur,Germany,2012,Ghana,85.0,3.5,3,1,0,0,0,1,0,silky,51.165691,10.451526,7.946527,-1.023194
Coppeneur,Germany,2012,Madagascar,70.0,3.5,3,1,0,0,0,1,0,sandy,51.165691,10.451526,-18.766947,46.869107
Coppeneur,Germany,2013,Ecuador,65.0,3.25,4,1,0,1,0,1,0,oily,51.165691,10.451526,-1.831239,-78.183406
Coppeneur,Germany,2017,Ghana,75.0,3.75,3,1,0,0,0,1,0,oily,51.165691,10.451526,7.946527,-1.023194
Cravve,Australia,2012,Papua New Guinea,75.0,3.5,3,1,0,0,0,1,0,sandy,-25.274398,133.775136,-6.314993,143.95555
Cravve,Australia,2012,Tanzania,75.0,3.25,3,1,0,0,0,1,0,spice,-25.274398,133.775136,-6.369028,34.888822
Cravve,Australia,2012,Brazil,65.0,3.25,3,1,0,0,0,1,0,sandy,-25.274398,133.775136,-14.235004,-51.92528
Cravve,Australia,2012,Fiji,67.0,3.25,3,1,0,0,0,1,0,acidic,-25.274398,133.775136,-16.578193,179.414413
Cravve,Australia,2012,Vanuatu,64.0,3.25,3,1,0,0,0,1,0,sandy,-25.274398,133.775136,-15.376706,166.959158
Cravve,Australia,2014,Vanuatu,83.0,2.75,3,1,0,0,0,1,0,banana nut,-25.274398,133.775136,-15.376706,166.959158
Cravve,Australia,2014,Papua New Guinea,70.0,2.5,3,1,0,0,0,1,0,true to sugar,-25.274398,133.775136,-6.314993,143.95555
Creo,Us,2016,Ecuador,73.0,3.75,3,1,0,0,0,1,0,creamy,37.09024,-95.712891,-1.831239,-78.183406
Creo,Us,2016,Ecuador,85.0,3.25,3,1,0,0,0,1,0,oily,37.09024,-95.712891,-1.831239,-78.183406
Crow and Moss,Us,2020,Honduras,70.0,3.5,2,0,0,0,0,1,0,banana,37.09024,-95.712891,15.199999,-86.241905
Crow and Moss,Us,2020,Dominican Republic,70.0,3.25,2,0,0,0,0,1,0,deep cherry,37.09024,-95.712891,18.735693,-70.162651
Crow and Moss,Us,2020,Colombia,70.0,3.25,2,0,0,0,0,1,0,nutty,37.09024,-95.712891,4.570868,-74.297333
Daintree,Australia,2011,Australia,70.0,3.25,5,1,1,1,0,1,0,vanilla,-25.274398,133.775136,-25.274398,133.775136
Daintree,Australia,2015,Australia,70.0,2.75,3,1,0,0,0,1,0,sandy,-25.274398,133.775136,-25.274398,133.775136
Dalloway,Us,2017,Dominican Republic,72.0,2.75,2,0,0,0,0,1,0,hammy,37.09024,-95.712891,18.735693,-70.162651
Damson,Uk,2015,Ecuador,70.0,3.5,3,1,0,0,0,1,0,floral,55.378051,-3.435973,-1.831239,-78.183406
Damson,Uk,2015,Trinidad And Tobago,70.0,3.0,3,1,0,0,0,1,0,floral,55.378051,-3.435973,10.691803,-61.222503
Damson,Uk,2015,Nicaragua,70.0,2.75,3,1,0,0,0,1,0,oily,55.378051,-3.435973,12.865416,-85.207229
Damson,Uk,2015,Grenada,70.0,2.25,3,1,0,0,0,1,0,off,55.378051,-3.435973,12.262776,-61.604171
Damson,Uk,2018,Blend,65.0,2.5,4,1,0,1,0,1,0,sweet,55.378051,-3.435973,,
Dandelion,Us,2012,Dominican Republic,70.0,3.75,2,0,0,0,0,1,0,spicy,37.09024,-95.712891,18.735693,-70.162651
Dandelion,Us,2012,Colombia,70.0,3.25,2,0,0,0,0,1,0,grassy,37.09024,-95.712891,4.570868,-74.297333
Dandelion,Us,2012,Costa Rica,70.0,3.0,2,0,0,0,0,1,0,dried fruit,37.09024,-95.712891,9.748917,-83.753428
Dandelion,Us,2013,Venezuela,70.0,3.5,2,0,0,0,0,1,0,roasty,37.09024,-95.712891,6.42375,-66.58973
Dandelion,Us,2013,Papua New Guinea,70.0,3.5,2,0,0,0,0,1,0,mild smoke,37.09024,-95.712891,-6.314993,143.95555
Dandelion,Us,2013,Venezuela,70.0,3.25,2,0,0,0,0,1,0,licorice,37.09024,-95.712891,6.42375,-66.58973
Dandelion,Us,2013,Venezuela,70.0,2.75,2,0,0,0,0,1,0,acidic,37.09024,-95.712891,6.42375,-66.58973
Dandelion,Us,2014,Dominican Republic,70.0,3.75,2,0,0,0,0,1,0,cherry,37.09024,-95.712891,18.735693,-70.162651
Dandelion,Us,2014,Belize,70.0,3.5,2,0,0,0,0,1,0,heavy roast,37.09024,-95.712891,17.189877,-88.49765
Dandelion,Us,2014,Ecuador,70.0,3.5,2,0,0,0,0,1,0,gummy,37.09024,-95.712891,-1.831239,-78.183406
Dandelion,Us,2014,Liberia,70.0,2.75,2,0,0,0,0,1,0,roasty,37.09024,-95.712891,6.428055,-9.429499
Dandelion,Us,2015,Belize,70.0,3.0,2,0,0,0,0,1,0,intense,37.09024,-95.712891,17.189877,-88.49765
Dandelion,Us,2016,Dominican Republic,70.0,3.75,2,0,0,0,0,1,0,cherry,37.09024,-95.712891,18.735693,-70.162651
Dandelion,Us,2017,Costa Rica,70.0,3.0,2,0,0,0,0,1,0,cocoa,37.09024,-95.712891,9.748917,-83.753428
Dandelion,Us,2018,India,70.0,3.5,2,0,0,0,0,1,0,ripe orange,37.09024,-95.712891,20.593684,78.96288
Dandelion,Us,2018,Honduras,70.0,3.25,2,0,0,0,0,1,0,nutty,37.09024,-95.712891,15.199999,-86.241905
Dandelion,Us,2018,Sierra Leone,70.0,3.0,2,0,0,0,0,1,0,vegetal,37.09024,-95.712891,8.460555,-11.779889
Dandelion,Us,2019,Vietnam,70.0,3.5,2,0,0,0,0,1,0,green apple,37.09024,-95.712891,14.058324,108.277199
Dandelion (aka Brower Ave),Us,2011,Dominican Republic,70.0,3.25,2,0,0,0,0,1,0,grassy,37.09024,-95.712891,18.735693,-70.162651
Dandelion (aka Brower Ave),Us,2011,Madagascar,70.0,3.25,2,0,0,0,0,1,0,brownie,37.09024,-95.712891,-18.766947,46.869107
Dandelion (aka Brower Ave),Us,2011,Tanzania,70.0,3.25,2,0,0,0,0,1,0,cocoa flavor dominates,37.09024,-95.712891,-6.369028,34.888822
Danta,Guatemala,2009,Guatemala,60.0,3.25,4,1,1,0,0,1,0,wood,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2009,Guatemala,75.0,3.0,4,1,1,0,0,1,0,dark woody,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2011,Guatemala,60.0,3.5,4,1,1,0,0,1,0,oily,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2012,Guatemala,70.0,4.0,2,0,0,0,0,1,0,sweet spice,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2012,Guatemala,70.0,3.75,2,0,0,0,0,1,0,spicy,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2012,Madagascar,70.0,3.75,2,0,0,0,0,1,0,oily,15.783471,-90.230759,-18.766947,46.869107
Danta,Guatemala,2012,Guatemala,70.0,3.25,2,0,0,0,0,1,0,nutty,15.783471,-90.230759,15.783471,-90.230759
Danta,Guatemala,2012,Venezuela,75.0,3.0,4,1,1,0,0,1,0,gummy,15.783471,-90.230759,6.42375,-66.58973
Danta,Guatemala,2014,Guatemala,82.0,3.25,4,1,1,0,0,1,0,fatty,15.783471,-90.230759,15.783471,-90.230759
DAR,Us,2016,Blend,70.0,3.25,2,0,0,0,0,1,0,floral,37.09024,-95.712891,,
DAR,Us,2016,Vietnam,72.0,3.0,2,0,0,0,0,1,0,raisins,37.09024,-95.712891,14.058324,108.277199
DAR,Us,2016,Venezuela,72.0,2.75,2,0,0,0,0,1,0,nut,37.09024,-95.712891,6.42375,-66.58973
Darcis,Belgium,2019,Vietnam,70.0,3.25,4,1,0,1,0,1,0,muted,50.503887,4.469936,14.058324,108.277199
Darcis,Belgium,2019,Peru,72.0,3.0,4,1,0,1,0,1,0,muted,50.503887,4.469936,-9.189967,-75.015152
Dark Forest,Us,2015,Venezuela,70.0,3.25,3,1,0,0,0,1,0,roasty,37.09024,-95.712891,6.42375,-66.58973
Dark Forest,Us,2015,Ecuador,70.0,3.25,3,1,0,0,0,1,0,bold,37.09024,-95.712891,-1.831239,-78.183406
Dark Forest,Us,2015,Madagascar,70.0,3.0,3,1,0,0,0,1,0,sweet,37.09024,-95.712891,-18.766947,46.869107
Dark Forest,Us,2015,Tanzania,70.0,3.0,3,1,0,0,0,1,0,intense,37.09024,-95.712891,-6.369028,34.888822
Dark Forest,Us,2016,Bolivia,75.0,3.25,3,1,0,0,0,1,0,mild cherry,37.09024,-95.712891,-16.290154,-63.588653
Davis,Us,2012,Blend,58.0,3.25,4,1,0,1,0,1,0,nice melt,37.09024,-95.712891,,
Davis,Us,2013,Dominican Republic,70.0,2.75,4,1,0,1,0,1,0,chalky,37.09024,-95.712891,18.735693,-70.162651
Davis,Us,2013,Venezuela,70.0,2.75,4,1,0,1,0,1,0,fatty,37.09024,-95.712891,6.42375,-66.58973
Davis,Us,2013,Ghana,70.0,2.5,4,1,0,1,0,1,0,vanilla,37.09024,-95.712891,7.946527,-1.023194
De Mendes,Brazil,2015,Brazil,72.0,3.5,3,1,0,0,0,1,0,texture issues,-14.235004,-51.92528,-14.235004,-51.92528
De Mendes,Brazil,2015,Brazil,65.0,3.5,3,1,0,0,0,1,0,one dimensional,-14.235004,-51.92528,-14.235004,-51.92528
De Villiers,South Africa,2016,Madagascar,70.0,3.0,3,1,0,0,0,1,0,high roast,-30.559482,22.937506,-18.766947,46.869107
De Villiers,South Africa,2016,Uganda,70.0,2.5,3,1,0,0,0,1,0,high roast,-30.559482,22.937506,1.373333,32.290275
Dean and Deluca (Belcolade),Us,2007,Costa Rica,64.0,3.0,4,1,1,0,0,1,0,dark coffee,37.09024,-95.712891,9.748917,-83.753428
Dean and Deluca (Belcolade),Us,2007,Ecuador,71.0,3.0,4,1,1,0,0,1,0,cinamon,37.09024,-95.712891,-1.831239,-78.183406
Dean and Deluca (Belcolade),Us,2007,Ghana,60.0,3.0,4,1,1,0,0,1,0,nutty,37.09024,-95.712891,7.946527,-1.023194
Dean and Deluca (Belcolade),Us,2007,Papua New Guinea,64.0,3.0,4,1,1,0,0,1,0,waxy,37.09024,-95.712891,-6.314993,143.95555
Dean and Deluca (Belcolade),Us,2007,Peru,64.0,3.0,4,1,1,0,0,1,0,mild mint,37.09024,-95.712891,-9.189967,-75.015152
Dean and Deluca (Belcolade),Us,2007,Madagascar,66.0,2.5,4,1,1,0,0,1,0,sandy,37.09024,-95.712891,-18.766947,46.869107
Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,66.0,3.75,4,1,1,0,0,1,0,fatty,46.227638,2.213749,6.42375,-66.58973
Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,64.0,3.0,4,1,1,0,0,1,0,smokey,46.227638,2.213749,-6.314993,143.95555
Definite,Dominican Republic,2018,Dominican Republic,80.0,3.0,2,0,0,0,0,1,0,mild bitter,18.735693,-70.162651,18.735693,-70.162651
Definite,Dominican Republic,2018,Dominican Republic,70.0,2.6,2,0,0,0,0,1,0,dirty,18.735693,-70.162651,18.735693,-70.162651
Definite,Dominican Republic,2018,Dominican Republic,70.0,2.5,2,0,0,0,0,1,0,metallic,18.735693,-70.162651,18.735693,-70.162651
Desbarres,Canada,2016,Tanzania,72.0,2.5,2,0,0,0,0,1,0,vanilla,56.130366,-106.346771,-6.369028,34.888822
Desbarres,Canada,2019,Guatemala,72.0,3.0,2,0,0,0,0,1,0,smokey,56.130366,-106.346771,15.783471,-90.230759
DeVries,Us,2007,Costa Rica,77.0,3.5,2,0,0,0,0,1,0,red berry,37.09024,-95.712891,9.748917,-83.753428
DeVries,Us,2007,Dominican Republic,77.0,3.5,2,0,0,0,0,1,0,sticky,37.09024,-95.712891,18.735693,-70.162651
DeVries,Us,2008,Bolivia,80.0,2.75,2,0,0,0,0,1,0,intense fruit,37.09024,-95.712891,-16.290154,-63.588653
Dick Taylor,Us,2011,Ecuador,70.0,3.25,2,0,0,0,0,1,0,grassy,37.09024,-95.712891,-1.831239,-78.183406
Dick Taylor,Us,2011,Dominican Republic,74.0,3.0,2,0,0,0,0,1,0,earthy,37.09024,-95.712891,18.735693,-70.162651
Dick Taylor,Us,2011,Madagascar,80.0,2.75,2,0,0,0,0,1,0,sandy,37.09024,-95.712891,-18.766947,46.869107
Dick Taylor,Us,2011,Venezuela,75.0,2.75,2,0,0,0,0,1,0,sticky,37.09024,-95.712891,6.42375,-66.58973
Dick Taylor,Us,2012,Bolivia,75.0,2.75,2,0,0,0,0,1,0,dry,37.09024,-95.712891,-16.290154,-63.588653
Dick Taylor,Us,2013,Ecuador,76.0,3.5,2,0,0,0,0,1,0,butter,37.09024,-95.712891,-1.831239,-78.183406
Dick Taylor,Us,2013,Ecuador,70.0,3.25,2,0,0,0,0,1,0,oily,37.09024,-95.712891,-1.831239,-78.183406
Dick Taylor,Us,2014,Dominican Republic,74.0,3.5,2,0,0,0,0,1,0,mild fruit and spice,37.09024,-95.712891,18.735693,-70.162651
Dick Taylor,Us,2015,Bolivia,70.0,3.75,2,0,0,0,0,1,0,sticky,37.09024,-95.712891,-16.290154,-63.588653
Dick Taylor,Us,2016,Vietnam,78.0,3.5,2,0,0,0,0,1,0,tropical berry,37.09024,-95.712891,14.058324,108.277199
Dick Taylor,Us,2017,Solomon Islands,72.0,4.0,2,0,0,0,0,1,0,well defined,37.09024,-95.712891,-9.64571,160.156194
Dick Taylor,Us,2017,Guatemala,70.0,3.75,2,0,0,0,0,1,0,blackberry,37.09024,-95.712891,15.783471,-90.230759
Dick Taylor,Us,2017,Brazil,75.0,3.75,2,0,0,0,0,1,0,sticky,37.09024,-95.712891,-14.235004,-51.92528
Dick Taylor,Us,2018,Fiji,80.0,3.75,2,0,0,0,0,1,0,cocoa,37.09024,-95.712891,-16.578193,179.414413
Dick Taylor,Us,2019,Belize,72.0,4.0,2,0,0,0,0,1,0,creamy,37.09024,-95.712891,17.189877,-88.49765
Dick Taylor,Us,2019,Madagascar,72.0,3.75,2,0,0,0,0,1,0,sticky,37.09024,-95.712891,-18.766947,46.869107
Dick Taylor,Us,2020,Blend,73.0,3.5,2,0,0,0,0,1,0,burnt honey,37.09024,-95.712891,,
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,65.0,3.0,4,1,0,1,0,1,0,complex,,,,
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,75.0,3.0,4,1,0,1,0,1,0,bland,,,,
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,70.0,2.75,4,1,0,1,0,1,0,cocoa,,,,
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,75.0,2.5,4,1,0,1,0,1,0,late cocoa,,,,
Doble & Bignall,Uk,2014,Nicaragua,72.0,3.5,3,1,0,0,0,1,0,nutty,55.378051,-3.435973,12.865416,-85.207229
Doble & Bignall,Uk,2014,Panama,72.0,3.25,3,1,0,0,0,1,0,mild cherry,55.378051,-3.435973,8.537981,-80.782127
Doble & Bignall,Uk,2014,Venezuela,72.0,3.25,3,1,0,0,0,1,0,fatty,55.378051,-3.435973,6.42375,-66.58973
Doble & Bignall,Uk,2015,Venezuela,85.0,3.0,3,1,0,0,0,1,0,intense,55.378051,-3.435973,6.42375,-66.58973
Dolfin (Belcolade),Belgium,2006,Blend,70.0,1.5,3,0,0,1,0,1,0,acidic,50.503887,4.469936,,
Dolfin (Belcolade),Belgium,2008,Blend,88.0,3.0,3,0,0,1,0,1,0,sticky,50.503887,4.469936,,
Domori,Italy,2006,Venezuela,70.0,3.5,2,0,0,0,0,1,0,creamy,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2006,Peru,70.0,3.25,2,0,0,0,0,1,0,floral,41.87194,12.56738,-9.189967,-75.015152
Domori,Italy,2006,Venezuela,70.0,3.0,2,0,0,0,0,1,0,long lasting,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2007,Venezuela,70.0,4.0,2,0,0,0,0,1,0,creamy,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2007,Ecuador,70.0,4.0,2,0,0,0,0,1,0,creamy,41.87194,12.56738,-1.831239,-78.183406
Domori,Italy,2007,Venezuela,70.0,4.0,2,0,0,0,0,1,0,creamy,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2007,Indonesia,70.0,3.75,2,0,0,0,0,1,0,creamy,41.87194,12.56738,-0.789275,113.921327
Domori,Italy,2007,Madagascar,70.0,3.5,2,0,0,0,0,1,0,fruity,41.87194,12.56738,-18.766947,46.869107
Domori,Italy,2007,Madagascar,70.0,3.5,2,0,0,0,0,1,0,smooth,41.87194,12.56738,-18.766947,46.869107
Domori,Italy,2007,Venezuela,75.0,3.25,2,0,0,0,0,1,0,sticky,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2007,Venezuela,60.0,3.25,2,0,0,0,0,1,0,mild spice,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2008,Blend,70.0,3.75,2,0,0,0,0,1,0,sticky,41.87194,12.56738,,
Domori,Italy,2008,Blend,78.0,3.5,2,0,0,0,0,1,0,sticky,41.87194,12.56738,,
Domori,Italy,2008,Venezuela,70.0,3.0,2,0,0,0,0,1,0,cucumber,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2008,Colombia,70.0,3.0,2,0,0,0,0,1,0,creamy,41.87194,12.56738,4.570868,-74.297333
Domori,Italy,2010,Venezuela,70.0,3.0,2,0,0,0,0,1,0,subtle,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2011,Venezuela,70.0,3.5,2,0,0,0,0,1,0,smooth,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2012,Venezuela,70.0,3.75,2,0,0,0,0,1,0,creamy,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2012,Tanzania,70.0,3.5,2,0,0,0,0,1,0,sticky,41.87194,12.56738,-6.369028,34.888822
Domori,Italy,2015,Ecuador,70.0,3.75,2,0,0,0,0,1,0,floral,41.87194,12.56738,-1.831239,-78.183406
Domori,Italy,2015,Venezuela,70.0,3.75,2,0,0,0,0,1,0,nutty,41.87194,12.56738,6.42375,-66.58973
Domori,Italy,2018,Tanzania,70.0,4.0,2,0,0,0,0,1,0,creamy,41.87194,12.56738,-6.369028,34.888822
Dormouse,Uk,2015,Colombia,80.0,2.75,3,1,0,0,0,1,0,bitter,55.378051,-3.435973,4.570868,-74.297333
Dormouse,Uk,2015,Madagascar,77.0,2.75,3,1,0,0,0,1,0,fruity,55.378051,-3.435973,-18.766947,46.869107
Dormouse,Uk,2015,Venezuela,70.0,2.5,3,1,0,0,0,1,0,burnt rubber,55.378051,-3.435973,6.42375,-66.58973
Dormouse,Uk,2016,Grenada,75.0,2.75,3,1,0,0,0,0,1,licorice,55.378051,-3.435973,12.262776,-61.604171
Dormouse,Uk,2018,Guatemala,72.0,3.5,3,1,0,0,0,0,1,near perfect shine,55.378051,-3.435973,15.783471,-90.230759
Dormouse,Uk,2018,Peru,80.0,3.5,2,0,0,0,0,0,1,molasses,55.378051,-3.435973,-9.189967,-75.015152
Dormouse,Uk,2018,Philippines,71.5,2.75,3,1,0,0,0,0,1,molasses notes from sugar,55.378051,-3.435973,12.879721,121.774017
Double Spiral,Us,2019,Dominican Republic,75.0,3.0,2,0,0,0,0,1,0,dry,37.09024,-95.712891,18.735693,-70.162651
Double Spiral,Us,2019,Tanzania,70.0,2.75,2,0,0,0,0,1,0,dry,37.09024,-95.712891,-6.369028,34.888822
Double Spiral,Us,2019,Dominican Republic,75.0,2.5,2,0,0,0,0,1,0,dry,37.09024,-95.712891,18.735693,-70.162651
Duffy's,Uk,2010,Ecuador,72.0,3.75,3,1,0,0,0,1,0,rich cocoa,55.378051,-3.435973,-1.831239,-78.183406
Duffy's,Uk,2010,Peru,70.0,3.75,3,1,0,0,0,1,0,dark forest berry,55.378051,-3.435973,-9.189967,-75.015152
Duffy's,Uk,2010,Panama,70.0,3.5,3,1,0,0,0,1,0,caramel and cocoa,55.378051,-3.435973,8.537981,-80.782127
Duffy's,Uk,2010,Ecuador,70.0,2.5,3,1,0,0,0,1,0,chalky,55.378051,-3.435973,-1.831239,-78.183406
Duffy's,Uk,2011,Honduras,72.0,3.75,3,1,0,0,0,1,0,dried fruit,55.378051,-3.435973,15.199999,-86.241905
Duffy's,Uk,2011,Dominican Republic,65.0,3.5,3,1,0,0,0,1,0,heavy roast,55.378051,-3.435973,18.735693,-70.162651
Duffy's,Uk,2011,Venezuela,71.0,3.5,3,1,0,0,0,1,0,intense cocoa,55.378051,-3.435973,6.42375,-66.58973
Duffy's,Uk,2011,Nicaragua,71.0,3.25,3,1,0,0,0,1,0,intense,55.378051,-3.435973,12.865416,-85.207229
Duffy's,Uk,2011,Panama,72.0,3.0,3,1,0,0,0,1,0,licorice,55.378051,-3.435973,8.537981,-80.782127
Duffy's,Uk,2012,Venezuela,72.0,3.75,3,1,0,0,0,1,0,creamy,55.378051,-3.435973,6.42375,-66.58973
Duffy's,Uk,2014,Nicaragua,76.0,3.75,4,1,0,1,0,1,0,black pepper,55.378051,-3.435973,12.865416,-85.207229
Duffy's,Uk,2014,Nicaragua,70.0,3.5,4,1,0,1,0,1,0,sandy,55.378051,-3.435973,12.865416,-85.207229
Duffy's,Uk,2015,Guatemala,70.0,4.0,4,1,0,1,0,1,0,intense,55.378051,-3.435973,15.783471,-90.230759
Duffy's,Uk,2017,Nigeria,70.0,2.75,4,1,0,1,0,1,0,candy like off flavor,55.378051,-3.435973,9.081999,8.675277
Duffy's,Uk,2018,Guatemala,80.0,3.25,4,1,0,1,0,1,0,intense earthy,55.378051,-3.435973,15.783471,-90.230759
Duffy's,Uk,2019,Philippines,70.0,3.5,4,1,0,1,0,1,0,cocoa,55.378051,-3.435973,12.879721,121.774017
Dulcinea,Us,2015,Dominican Republic,70.0,3.25,2,0,0,0,0,1,0,coarse,37.09024,-95.712891,18.735693,-70.162651
Durci,Us,2015,Ecuador,70.0,4.0,3,1,0,0,0,1,0,blackberry and cinnamon,37.09024,-95.712891,-1.831239,-78.183406
Durci,Us,2015,Peru,70.0,3.5,3,1,0,0,0,1,0,sandy,37.09024,-95.712891,-9.189967,-75.015152
Durci,Us,2015,Venezuela,70.0,3.5,3,1,0,0,0,1,0,fatty,37.09024,-95.712891,6.42375,-66.58973
Durci,Us,2015,Dominican Republic,70.0,3.25,3,1,0,0,0,1,0,dates,37.09024,-95.712891,18.735693,-70.162651
Durci,Us,2015,Venezuela,70.0,3.25,3,1,0,0,0,1,0,cherry,37.09024,-95.712891,6.42375,-66.58973
Durci,Us,2018,Peru,70.0,4.0,3,1,0,0,0,1,0,smoth,37.09024,-95.712891,-9.189967,-75.015152
East Van Roasters,Canada,2014,Dominican Republic,70.0,3.75,3,1,0,0,0,1,0,spicy,56.130366,-106.346771,18.735693,-70.162651
East Van Roasters,Canada,2014,Madagascar,70.0,3.5,3,1,0,0,0,1,0,ultra fruity,56.130366,-106.346771,-18.766947,46.869107
East Van Roasters,Canada,2014,Peru,70.0,3.25,3,1,0,0,0,1,0,waxy,56.130366,-106.346771,-9.189967,-75.015152
Eau de Rose,Canada,2016,Colombia,70.0,3.25,3,1,0,0,0,1,0,dried fruit,56.130366,-106.346771,4.570868,-74.297333
Eau de Rose,Canada,2016,Colombia,70.0,3.25,3,1,0,0,0,1,0,mild,56.130366,-106.346771,4.570868,-74.297333
Eclat (Felchlin),Us,2012,Peru,72.0,2.75,3,1,0,0,0,1,0,buttery,37.09024,-95.712891,-9.189967,-75.015152
Eclat (Fruition),Us,2019,Peru,80.0,3.5,2,0,0,0,0,1,0,nutty,37.09024,-95.712891,-9.189967,-75.015152
Edelmond,Germany,2016,Venezuela,68.0,3.0,2,0,0,0,0,1,0,dry,51.165691,10.451526,6.42375,-66.58973
El Ceibo,Bolivia,2008,Bolivia,71.0,2.75,4,1,0,1,0,1,0,lemon,-16.290154,-63.588653,-16.290154,-63.588653
El Ceibo,Bolivia,2011,Bolivia,75.0,3.75,4,1,0,1,0,1,0,nutty,-16.290154,-63.588653,-16.290154,-63.588653
El Rey,Venezuela,2006,Venezuela,70.0,2.75,5,1,1,1,0,1,0,gritty,6.42375,-66.58973,6.42375,-66.58973
El Rey,Venezuela,2008,Venezuela,61.0,3.0,5,1,1,1,0,1,0,muted,6.42375,-66.58973,6.42375,-66.58973
